symbol,date,yoy,yoy_positive,turned_positive,fwd20,excess20,fwd60,excess60
3533.TW,2021-01-22,0.2519,True,False,-0.0183,-0.0034,-0.0623,-0.0594
3533.TW,2021-02-17,0.7256,True,False,-0.1063,-0.0661,-0.0631,0.002
3533.TW,2021-03-30,0.6383,True,False,0.053,0.0358,0.1434,0.1309
3533.TW,2021-04-08,0.6383,True,False,0.0118,0.0035,0.11,0.1003
3533.TW,2021-04-23,0.2613,True,False,0.1036,0.1539,0.0876,0.1017
3533.TW,2021-05-10,0.2613,True,False,0.066,0.0743,0.0434,0.0408
3533.TW,2021-05-14,0.0207,True,False,0.0468,-0.0242,0.0877,0.0117
3533.TW,2021-06-18,-0.0139,False,False,-0.0365,-0.0502,0.0828,0.0516
3533.TW,2021-07-09,-0.0139,False,False,-0.0087,-0.0189,-0.0567,-0.0243
3533.TW,2021-07-29,0.0783,True,True,-0.0495,-0.0532,0.0128,0.0051
3533.TW,2021-08-04,0.0783,True,True,-0.0233,-0.0359,0.0854,0.1052
3533.TW,2021-08-30,0.3214,True,False,-0.0037,0.0214,0.2778,0.271
3533.TW,2021-09-07,0.3214,True,False,0.056,0.1021,0.2593,0.2604
3533.TW,2021-09-23,0.2055,True,False,-0.0554,-0.0445,0.1886,0.1603
3533.TW,2021-10-07,0.2055,True,False,0.0353,0.015,0.3233,0.2417
3533.TW,2021-10-20,0.25,True,False,0.1693,0.1324,0.2799,0.1796
3533.TW,2021-10-27,0.25,True,False,0.1652,0.1438,0.3391,0.2552
3533.TW,2021-11-05,0.25,True,False,0.1519,0.1254,0.2116,0.1505
3533.TW,2021-11-09,0.25,True,False,0.1113,0.1035,0.1678,0.115
3533.TW,2021-11-29,0.2474,True,False,0.0862,0.0428,0.0402,0.0161
3533.TW,2021-12-08,0.2474,True,False,0.068,0.029,-0.1114,-0.0565
3533.TW,2021-12-13,0.249,True,False,0.0315,-0.0165,-0.0788,-0.0617
3533.TW,2021-12-21,0.249,True,False,0.0688,0.0219,-0.014,0.0011
3533.TW,2021-12-30,0.249,True,False,-0.0762,-0.0799,-0.0867,-0.0318
3533.TW,2022-01-12,0.2562,True,False,-0.0789,-0.0636,-0.0094,0.0842
3533.TW,2022-01-18,0.2562,True,False,-0.064,-0.0077,-0.06,0.0612
3533.TW,2022-02-25,0.3337,True,False,-0.0209,-0.0079,0.0153,0.128
3533.TW,2022-03-22,0.0823,True,False,0.078,0.1076,0.0694,0.194
3533.TW,2022-03-30,0.0823,True,False,0.0309,0.1017,0.0366,0.1719
3533.TW,2022-04-01,0.0823,True,False,0.042,0.1088,-0.0644,0.09
3533.TW,2022-04-12,0.4287,True,False,0.0637,0.1267,-0.1558,-0.0015
3533.TW,2022-04-18,0.4287,True,False,0.1247,0.1794,-0.1163,0.0212
3533.TW,2022-04-29,0.4287,True,False,0.0641,0.0657,-0.0682,0.0193
3533.TW,2022-05-09,0.4287,True,False,0.0562,0.0333,-0.1285,-0.0728
3533.TW,2022-05-11,0.2386,True,False,0.0706,0.0368,-0.136,-0.0911
3533.TW,2022-05-20,0.2386,True,False,-0.1019,-0.0626,-0.0732,-0.0686
3533.TW,2022-05-31,0.2386,True,False,-0.1149,-0.0302,-0.0163,0.0591
3533.TW,2022-06-02,0.2386,True,False,-0.2139,-0.0868,-0.0027,0.0448
3533.TW,2022-06-07,0.2386,True,False,-0.2319,-0.1032,-0.0451,0.0222
3533.TW,2022-06-15,0.5119,True,False,-0.2065,-0.1307,-0.0769,-0.0073
3533.TW,2022-07-14,0.3816,True,False,0.0013,-0.0706,0.2066,0.2584
3533.TW,2022-07-21,0.3816,True,False,0.0512,0.0062,0.0411,0.1803
3533.TW,2022-07-25,0.3816,True,False,0.0759,0.0452,0.0628,0.2064
3533.TW,2022-07-28,0.3816,True,False,0.1324,0.1125,0.0663,0.2211
3533.TW,2022-08-08,0.3816,True,False,0.0746,0.1174,0.191,0.3525
3533.TW,2022-08-11,0.2771,True,False,0.1144,0.1731,0.1828,0.3452
3533.TW,2022-08-24,0.2771,True,False,0.0447,0.1054,0.1158,0.1467
3533.TW,2022-09-08,0.2771,True,False,0.0813,0.1415,0.1773,0.138
3533.TW,2022-10-04,0.2261,True,False,0.0063,0.0521,0.0113,-0.0383
3533.TW,2022-10-27,0.2863,True,False,0.1902,0.0114,0.0492,-0.1799
3533.TW,2022-11-09,0.2863,True,False,0.0567,-0.0399,0.0259,-0.1644
3533.TW,2022-11-16,0.3734,True,False,0.1342,0.1315,0.0286,-0.0337
3533.TW,2022-12-01,0.3734,True,False,-0.0868,-0.012,-0.0903,-0.1124
3533.TW,2022-12-09,0.3734,True,False,-0.0577,-0.0646,0.0094,-0.0406
3533.TW,2023-02-02,-0.0016,False,False,0.0048,0.009,0.1334,0.1598
3533.TW,2023-02-23,-0.3055,False,False,0.0971,0.0799,0.0971,0.0423
3533.TW,2023-03-20,0.3276,True,True,0.0225,0.0157,-0.0011,-0.115
3533.TW,2023-04-10,0.3276,True,True,-0.0054,0.012,-0.0925,-0.1495
3533.TW,2023-04-17,-0.0608,False,False,-0.048,-0.0335,-0.1153,-0.2029
3533.TW,2023-05-02,-0.0608,False,False,0.0454,-0.0315,-0.1784,-0.2947
3533.TW,2023-05-18,-0.1313,False,False,-0.0737,-0.1535,-0.1564,-0.1922
3533.TW,2023-05-25,-0.1313,False,False,-0.0419,-0.0964,-0.0904,-0.1128
3533.TW,2023-05-30,-0.1313,False,False,-0.1189,-0.1371,-0.1348,-0.1318
3533.TW,2023-06-16,-0.1689,False,False,-0.1184,-0.1199,0.0401,0.0745
3533.TW,2023-08-21,-0.0803,False,False,0.111,0.0866,0.1397,0.0779
3533.TW,2023-08-28,-0.0803,False,False,0.0012,0.0156,0.0707,0.0233
3533.TW,2023-09-12,-0.0697,False,False,-0.0262,-0.0414,0.0968,0.0488
3533.TW,2023-10-13,-0.1705,False,False,0.0187,0.0203,0.1287,0.083
3533.TW,2023-10-17,-0.1705,False,False,0.0837,0.0644,0.1474,0.102
3533.TW,2023-10-24,-0.1705,False,False,0.0922,0.0228,0.1581,0.1059
3533.TW,2023-10-30,-0.1705,False,False,0.0878,0.0194,0.2094,0.085
3533.TW,2023-11-01,-0.1705,False,False,0.0662,-0.011,0.1463,0.0062
3533.TW,2023-11-10,-0.1705,False,False,0.1056,0.0717,0.1355,0.0379
3533.TW,2023-11-28,-0.1439,False,False,0.1171,0.0943,0.2093,0.0636
3533.TW,2023-12-07,-0.1439,False,False,0.0404,0.0239,0.3298,0.1077
3533.TW,2023-12-22,-0.0353,False,False,-0.0705,-0.1003,0.319,0.1114
3533.TW,2023-12-27,-0.0353,False,False,-0.0689,-0.0914,0.3821,0.1786
3533.TW,2024-01-23,-0.0331,False,False,0.1194,0.0541,0.4328,0.2523
3533.TW,2024-01-31,-0.0331,False,False,0.2045,0.0664,0.4929,0.2983
3533.TW,2024-02-15,0.5687,True,True,0.2388,0.164,0.5075,0.3368
3533.TW,2024-02-20,0.5687,True,True,0.2488,0.1672,0.5317,0.3513
3533.TW,2024-03-01,0.5687,True,True,0.2489,0.1438,0.48,0.2836
3533.TW,2024-03-29,-0.2291,False,False,0.0249,0.0221,0.1281,-0.0462
3533.TW,2024-04-26,0.0412,True,True,0.1306,0.0219,0.0172,-0.1832
3533.TW,2024-05-06,0.0412,True,True,0.0814,0.0163,0.0068,-0.1549
3533.TW,2024-06-14,0.3566,True,False,-0.0514,-0.1423,-0.2123,-0.1747
3533.TW,2024-07-10,0.3566,True,False,-0.1009,0.008,0.0236,0.0658
3533.TW,2024-07-12,0.1906,True,False,-0.0934,-0.0071,0.0235,0.0391
3533.TW,2024-08-09,0.1906,True,False,-0.0553,-0.0491,0.2319,0.1002
3533.TW,2024-08-15,0.2419,True,False,-0.0431,-0.0372,0.1382,0.0733
3533.TW,2024-08-26,0.2419,True,False,-0.0563,-0.077,0.1579,0.0967
3533.TW,2024-08-30,0.2419,True,False,-0.0948,-0.1091,0.1699,0.1374
3533.TW,2024-09-03,0.2419,True,False,-0.0662,-0.0859,0.3013,0.2222
3533.TW,2024-09-24,0.2343,True,False,0.2482,0.1866,0.3652,0.299
3563.TW,2018-01-22,1.8011,True,False,0.0332,0.0727,0.2558,0.3227
3563.TW,2018-02-26,1.5585,True,False,-0.0323,-0.0444,0.5984,0.6008
3563.TW,2018-03-12,1.5129,True,False,0.1712,0.1908,0.4976,0.5166
3563.TW,2018-03-30,1.5129,True,False,0.2031,0.255,0.3892,0.4061
3563.TW,2018-04-19,1.2973,True,False,0.1114,0.132,0.0006,-0.0036
3563.TW,2018-04-30,1.2973,True,False,0.2778,0.2547,0.1625,0.0943
3563.TW,2018-05-07,1.2973,True,False,0.2461,0.2071,0.2455,0.1604
3563.TW,2018-05-09,1.2973,True,False,0.2442,0.2088,0.2807,0.2172
3563.TW,2018-05-21,1.3369,True,False,-0.037,-0.0193,0.0683,0.0293
3563.TW,2018-06-04,1.3369,True,False,-0.0614,-0.0438,0.0102,-0.0427
3563.TW,2018-06-11,1.6588,True,False,-0.1706,-0.1681,0.0602,-0.0012
3563.TW,2018-06-14,1.6588,True,False,-0.1426,-0.1622,-0.0023,-0.068
3563.TW,2018-07-25,1.4418,True,False,0.0942,0.0954,-0.2895,-0.2252
3563.TW,2018-08-30,1.7855,True,False,-0.2418,-0.2344,-0.2172,-0.087
3563.TW,2018-09-03,1.7855,True,False,-0.2441,-0.2395,-0.171,-0.0605
3563.TW,2018-11-05,1.3635,True,False,0.1823,0.1753,0.1766,0.197
3563.TW,2018-11-07,1.3635,True,False,0.1052,0.1275,0.1431,0.1482
3563.TW,2018-11-21,0.8415,True,False,-0.0264,-0.0251,0.2048,0.1507
3563.TW,2018-11-27,0.8415,True,False,-0.079,-0.0488,0.1556,0.1124
3563.TW,2018-12-17,0.5109,True,False,0.0101,0.0153,0.0718,0.0041
3563.TW,2019-01-07,0.5109,True,False,0.0929,0.0403,0.0662,-0.0785
3563.TW,2019-01-15,0.4921,True,False,0.1326,0.0818,0.1128,-0.0211
3563.TW,2019-01-18,0.4921,True,False,0.1869,0.1321,0.052,-0.072
3563.TW,2019-01-24,0.4921,True,False,0.1218,0.0826,-0.0256,-0.137
3563.TW,2019-02-13,0.1411,True,False,0.0489,0.0211,-0.1129,-0.1692
3563.TW,2019-04-18,0.2687,True,False,-0.1682,-0.1144,-0.0845,-0.0906
3563.TW,2019-06-24,0.0313,True,False,-0.0055,-0.0414,-0.1326,-0.1815
3563.TW,2019-07-02,0.0313,True,False,-0.0394,-0.0571,-0.1535,-0.1884
3563.TW,2019-07-23,-0.0293,False,False,-0.1705,-0.1406,-0.2449,-0.303
3563.TW,2019-12-30,-0.4862,False,False,0.1905,0.2161,-0.2086,-0.0374
3563.TW,2020-01-09,-0.4862,False,False,-0.0223,-0.0052,-0.1955,-0.056
3563.TW,2020-02-05,-0.4665,False,False,-0.1213,-0.1141,-0.2471,-0.1651
3563.TW,2020-04-30,0.0029,True,False,-0.0311,-0.0188,-0.1783,-0.3988
3563.TW,2020-05-08,0.0029,True,False,-0.0514,-0.0989,-0.1253,-0.3589
3563.TW,2020-05-20,0.0074,True,False,-0.0644,-0.1264,-0.1237,-0.3798
3563.TW,2020-06-01,0.0074,True,False,-0.0435,-0.1094,-0.1659,-0.4033
3563.TW,2020-06-08,0.0074,True,False,-0.0512,-0.1143,-0.1495,-0.3087
3563.TW,2021-04-08,-0.0985,False,False,-0.1077,-0.1161,-0.1128,-0.1226
3563.TW,2021-08-02,0.2446,True,False,-0.0579,-0.0695,-0.1392,-0.1338
3563.TW,2021-08-12,0.5506,True,False,-0.1738,-0.1983,-0.179,-0.2064
3563.TW,2021-08-24,0.5506,True,False,-0.1594,-0.1835,-0.163,-0.2228
3563.TW,2021-12-27,0.2252,True,False,-0.0668,-0.071,-0.1493,-0.1202
3563.TW,2023-02-03,-0.0476,False,False,0.1812,0.1788,0.2718,0.2921
3563.TW,2023-02-08,-0.0476,False,False,0.1494,0.1705,0.2338,0.2611
3563.TW,2023-02-16,-0.1953,False,False,0.2164,0.2347,0.3639,0.3456
3563.TW,2023-03-01,-0.1953,False,False,0.0734,0.063,0.1525,0.0905
3563.TW,2023-03-14,-0.1062,False,False,0.0478,0.0209,0.1643,0.0664
3563.TW,2023-03-31,-0.1062,False,False,0.0158,0.0495,0.2663,0.1914
3563.TW,2023-04-12,-0.0924,False,False,-0.0181,0.0068,0.2407,0.1835
3563.TW,2023-05-02,-0.0924,False,False,0.0794,0.0025,0.1942,0.0779
3563.TW,2023-05-16,0.0055,True,True,0.1317,0.0225,0.0577,-0.0228
3563.TW,2023-06-06,0.0055,True,True,0.1212,0.1117,-0.0502,-0.0584
3563.TW,2023-06-13,0.1189,True,False,0.0794,0.0844,-0.0607,-0.0194
3563.TW,2023-06-21,0.1189,True,False,-0.0111,0.0003,-0.0824,-0.0616
3563.TW,2023-06-28,0.1189,True,False,-0.0443,-0.0542,-0.1064,-0.0711
3563.TW,2023-07-14,0.0404,True,False,-0.1891,-0.1442,-0.1786,-0.1552
3563.TW,2023-08-30,0.017,True,False,0.0329,0.0681,-0.0051,-0.0347
3563.TW,2023-09-11,0.0609,True,False,-0.0393,-0.0676,0.0393,-0.0108
3563.TW,2023-09-25,0.0609,True,False,-0.1119,-0.0974,0.0122,-0.0611
3563.TW,2023-10-02,0.0609,True,False,-0.1383,-0.1182,0.0631,-0.0294
3563.TW,2023-11-07,-0.2882,False,False,0.0556,0.0251,0.4577,0.3709
3563.TW,2023-11-14,-0.3989,False,False,0.1898,0.1705,0.7005,0.5796
3563.TW,2023-12-01,-0.3989,False,False,0.0898,0.0621,0.601,0.4185
3563.TW,2023-12-05,-0.3989,False,False,0.0451,0.0282,0.5689,0.3686
3563.TW,2023-12-26,-0.5295,False,False,0.1193,0.0979,0.8761,0.6764
3563.TW,2023-12-29,-0.5295,False,False,0.2334,0.2022,0.7895,0.5848
3563.TW,2024-01-11,-0.617,False,False,0.4486,0.3617,1.0724,0.8481
3563.TW,2024-01-15,-0.617,False,False,0.3851,0.2959,0.7613,0.6006
3563.TW,2024-01-22,-0.617,False,False,0.4324,0.3614,1.0586,0.8717
3563.TW,2024-02-23,-0.5071,False,False,0.2143,0.1186,0.1619,-0.0297
3563.TW,2024-03-06,-0.5071,False,False,0.2532,0.188,0.1582,0.0192
3563.TW,2024-03-11,-0.4991,False,False,0.2109,0.1448,0.1725,0.0332
3563.TW,2024-03-18,-0.4991,False,False,0.2456,0.2262,0.2091,0.0433
3563.TW,2024-04-11,-0.4949,False,False,0.0101,0.0153,-0.0173,-0.2349
3563.TW,2024-04-24,-0.4949,False,False,-0.1095,-0.2051,-0.0964,-0.2937
3563.TW,2024-04-26,-0.4949,False,False,-0.1532,-0.2619,-0.2133,-0.4137
3563.TW,2024-06-11,-0.4657,False,False,0.0095,-0.131,-0.1706,-0.1699
3563.TW,2024-06-26,-0.4657,False,False,-0.1563,-0.127,-0.1106,-0.1043
3563.TW,2024-06-28,-0.4657,False,False,-0.1701,-0.1436,-0.0865,-0.0986
3563.TW,2024-07-04,-0.4657,False,False,-0.3236,-0.1525,-0.1177,-0.0764
3563.TW,2024-07-10,-0.4657,False,False,-0.2469,-0.138,-0.1132,-0.0709
3563.TW,2024-08-15,-0.3346,False,False,0.1157,0.1215,0.1218,0.0568
3563.TW,2024-08-30,-0.3346,False,False,-0.0306,-0.045,0.0404,0.0079
3563.TW,2024-09-11,-0.2434,False,False,0.0591,-0.0838,0.2594,0.1369
3563.TW,2024-10-01,-0.2434,False,False,0.0331,-0.0179,0.062,-0.0154
3583.TW,2018-01-04,0.3121,True,False,0.0179,-0.0294,-0.2071,-0.2206
3583.TW,2018-01-16,0.369,True,False,-0.1217,-0.1053,-0.3191,-0.2792
3583.TW,2018-01-23,0.369,True,False,-0.15,-0.0997,-0.3591,-0.2815
3583.TW,2018-03-15,-0.2587,False,False,-0.1348,-0.1009,-0.1496,-0.1348
3583.TW,2018-06-26,0.1435,True,False,0.1434,0.0851,-0.124,-0.191
3583.TW,2018-06-28,0.1435,True,False,0.1592,0.0885,-0.1232,-0.2052
3583.TW,2018-07-09,0.1435,True,False,0.0734,0.0227,-0.1397,-0.1946
3583.TW,2018-07-27,0.2312,True,False,-0.1122,-0.1017,-0.3412,-0.2484
3583.TW,2018-07-31,0.2312,True,False,-0.0791,-0.0873,-0.3791,-0.2616
3583.TW,2018-08-22,0.4896,True,False,-0.2171,-0.2348,-0.3114,-0.2205
3583.TW,2018-08-28,0.4896,True,False,-0.1831,-0.1906,-0.3144,-0.1909
3583.TW,2019-01-29,-0.3084,False,False,0.0076,-0.0146,0.0258,-0.0689
3583.TW,2019-02-20,0.3903,True,True,-0.0112,-0.0505,-0.1636,-0.1905
3583.TW,2019-03-12,0.4758,True,False,0.0376,-0.0129,-0.0983,-0.1216
3583.TW,2019-03-15,0.4758,True,False,0.0606,0.0026,-0.0779,-0.0966
3583.TW,2019-04-02,0.4758,True,False,-0.0425,-0.0874,-0.1178,-0.149
3583.TW,2019-04-15,0.6683,True,False,-0.157,-0.1301,-0.095,-0.0993
3583.TW,2019-04-22,0.6683,True,False,-0.1969,-0.1449,-0.1483,-0.1495
3583.TW,2019-07-04,0.6976,True,True,0.0445,0.0323,-0.0143,-0.0677
3583.TW,2019-07-22,-0.2455,False,False,-0.0111,0.0176,-0.1335,-0.1971
3583.TW,2019-09-03,0.0362,True,True,-0.0194,-0.0681,-0.0065,-0.1401
3583.TW,2019-09-18,0.0821,True,False,-0.1179,-0.1521,0.105,-0.0351
3583.TW,2019-10-01,0.0821,True,False,-0.12,-0.1683,0.0416,-0.091
3583.TW,2019-11-27,-0.4545,False,False,0.0581,0.0135,-0.1387,-0.1202
3583.TW,2019-12-06,-0.4545,False,False,0.0408,0.0048,-0.2647,-0.1763
3583.TW,2019-12-11,-0.1558,False,False,-0.0144,-0.0486,-0.3798,-0.2042
3583.TW,2019-12-27,-0.1558,False,False,-0.1709,-0.1281,-0.407,-0.2188
3583.TW,2020-01-02,-0.1558,False,False,-0.1689,-0.1311,-0.3469,-0.1849
3583.TW,2020-07-09,-0.3516,False,False,0.1471,0.0348,0.1322,0.0447
3583.TW,2020-07-16,-0.0898,False,False,0.0145,-0.0781,0.0691,-0.0535
3583.TW,2020-08-04,-0.0898,False,False,-0.0545,-0.055,-0.1026,-0.0997
3583.TW,2020-08-26,-0.2393,False,False,-0.0643,-0.0513,-0.0016,-0.1086
3583.TW,2020-09-15,-0.2061,False,False,-0.0119,-0.0148,0.1139,-0.0175
3583.TW,2020-10-05,-0.2061,False,False,-0.051,-0.066,0.0197,-0.1438
3583.TW,2020-10-15,0.3428,True,True,-0.0017,-0.031,0.07,-0.1712
3583.TW,2020-10-21,0.3428,True,True,0.0217,-0.0576,0.1152,-0.15
3583.TW,2020-11-09,0.3428,True,True,0.2333,0.138,0.0497,-0.2211
3583.TW,2020-11-18,0.7432,True,False,0.0621,0.0192,0.0605,-0.1798
3583.TW,2020-11-25,0.7432,True,False,0.0179,-0.0189,0.0098,-0.1869
3583.TW,2020-11-27,0.7432,True,False,0.0082,-0.0293,0.0082,-0.1749
3583.TW,2021-01-05,0.112,True,False,-0.0656,-0.1682,0.1252,-0.0057
3583.TW,2021-01-07,0.112,True,False,-0.0527,-0.1114,0.1116,0.0078
3583.TW,2021-01-11,0.7525,True,False,-0.057,-0.1425,0.0825,0.007
3583.TW,2021-01-18,0.7525,True,False,-0.0448,-0.0822,0.0672,-0.0067
3583.TW,2021-02-19,0.4832,True,False,0.0485,0.0878,-0.0845,-0.0377
3583.TW,2021-03-10,0.4832,True,False,0.1587,0.1189,-0.0192,-0.0541
3583.TW,2021-04-14,0.5832,True,False,-0.2144,-0.139,-0.1188,-0.1177
3583.TW,2021-04-21,0.5832,True,False,-0.2347,-0.1803,-0.114,-0.1277
3583.TW,2021-04-26,0.5832,True,False,-0.1586,-0.1104,-0.1511,-0.1217
3583.TW,2021-05-28,0.6311,True,False,0.0833,0.073,0.0394,0.0475
3583.TW,2021-06-09,0.6311,True,False,0.0762,0.0515,0.1298,0.0947
3583.TW,2021-06-18,0.0035,True,False,0.0391,0.0254,0.1198,0.0886
3583.TW,2021-06-23,0.0035,True,False,-0.0297,-0.0297,0.1029,0.0733
3583.TW,2021-07-05,0.0035,True,False,-0.0655,-0.0559,0.0686,0.0919
3583.TW,2021-07-15,-0.0018,False,False,0.0798,0.1115,0.0156,0.0764
3583.TW,2021-08-10,-0.0018,False,False,0.0459,0.015,0.2152,0.2119
3583.TW,2021-08-25,0.4887,True,True,0.0895,0.0631,0.2261,0.1791
3583.TW,2021-09-03,0.4887,True,True,-0.0476,0.0155,0.1703,0.1815
3583.TW,2021-09-09,0.4887,True,True,-0.0385,0.0146,0.1674,0.1567
3583.TW,2021-09-16,0.3812,True,False,-0.0351,-0.0127,0.1581,0.1581
3583.TW,2021-10-25,0.1659,True,False,0.1917,0.1474,0.5192,0.4173
3583.TW,2021-11-09,0.1659,True,False,0.0181,0.0103,0.2119,0.1591
3583.TW,2021-11-22,0.2571,True,False,-0.0074,0.0052,0.1015,0.1057
3583.TW,2021-11-24,0.2571,True,False,-0.0514,-0.061,0.0596,0.038
3583.TW,2021-12-10,0.2571,True,False,0.3345,0.2951,0.0773,0.0953
3583.TW,2021-12-21,0.7556,True,False,0.2485,0.2016,0.1248,0.14
3583.TW,2022-01-10,0.7556,True,False,-0.162,-0.1621,-0.2516,-0.1627
3583.TW,2022-01-12,0.0091,True,False,-0.1611,-0.1458,-0.2717,-0.1781
3583.TW,2022-03-17,0.7709,True,False,-0.0729,-0.0373,0.0146,0.1146
3583.TW,2022-05-11,0.1473,True,False,0.1261,0.0923,-0.1063,-0.0614
3583.TW,2022-05-13,0.1473,True,False,0.1067,0.0969,-0.0926,-0.0846
3583.TW,2022-05-25,0.1473,True,False,-0.0994,-0.0468,-0.0243,-0.0168
3583.TW,2022-06-08,0.1473,True,False,-0.2781,-0.1232,-0.0443,0.0264
3583.TW,2022-06-14,0.4343,True,False,-0.2527,-0.1409,-0.1263,-0.0744
3583.TW,2022-08-17,0.0795,True,False,0.0265,0.0944,-0.1362,-0.0285
3583.TW,2022-08-31,0.0795,True,False,-0.2067,-0.0987,-0.1449,-0.1372
3583.TW,2022-12-05,0.2592,True,False,-0.0913,-0.0342,0.0025,-0.0204
3583.TW,2023-02-02,-0.0186,False,False,0.0273,0.0315,0.1849,0.2113
3583.TW,2023-02-13,0.0863,True,True,0.0731,0.0992,0.1762,0.194
3583.TW,2023-02-17,0.0863,True,True,0.076,0.0769,0.3106,0.2807
3583.TW,2023-03-01,0.0863,True,True,0.0784,0.0679,0.3882,0.3262
3583.TW,2023-03-10,0.0863,True,True,0.0893,0.0703,0.8113,0.739
3583.TW,2023-03-29,0.29,True,False,0.0882,0.1122,0.8042,0.7342
3583.TW,2023-04-11,0.5165,True,False,-0.0081,0.0172,0.8875,0.8308
3583.TW,2023-04-24,0.5165,True,False,0.1333,0.099,1.2133,1.1026
3583.TW,2023-05-05,0.5165,True,False,0.2308,0.1548,1.5289,1.414
3583.TW,2023-05-16,0.1413,True,False,0.798,0.6888,1.4747,1.3942
3583.TW,2023-05-25,0.1413,True,False,0.5171,0.4626,1.3882,1.3657
3583.TW,2023-06-01,0.1413,True,False,0.4109,0.3666,0.9634,0.9415
3583.TW,2023-07-03,0.2141,True,False,0.6149,0.615,0.2621,0.3143
3583.TW,2023-07-11,0.1427,True,False,0.4488,0.4499,0.238,0.2669
3583.TW,2023-07-20,0.1427,True,False,0.2368,0.2794,-0.0395,-0.0043
3583.TW,2023-08-07,0.1427,True,False,-0.1242,-0.1106,-0.2403,-0.2092
3583.TW,2023-08-16,0.1333,True,False,-0.0886,-0.0978,-0.1706,-0.2081
3583.TW,2023-10-02,0.1911,True,False,-0.1509,-0.1308,-0.0047,-0.0973
3583.TW,2023-10-05,0.1911,True,False,-0.0608,-0.0843,0.0243,-0.0667
3583.TW,2023-10-11,0.306,True,False,-0.0588,-0.0663,0.0123,-0.0373
3583.TW,2023-10-20,0.306,True,False,-0.0347,-0.0793,0.0594,0.0016
3583.TW,2023-10-24,0.306,True,False,0.0248,-0.0446,0.0619,0.0097
3583.TW,2023-11-06,0.306,True,False,0.158,0.1205,0.1399,0.0389
3583.TW,2023-11-08,0.306,True,False,0.1406,0.1123,0.138,0.0572
3583.TW,2023-11-13,0.2165,True,False,0.1016,0.0821,0.2682,0.1364
3583.TW,2023-11-17,0.2165,True,False,0.0897,0.0691,0.2282,0.1252
3583.TW,2023-11-30,0.2165,True,False,-0.0362,-0.0697,0.3032,0.1435
3583.TW,2023-12-19,0.1506,True,False,-0.0138,0.0085,0.3724,0.1642
3583.TW,2023-12-29,0.1506,True,False,0.021,-0.0102,0.7033,0.4986
3583.TW,2024-01-11,0.3318,True,False,0.1548,0.0679,0.65,0.4256
3583.TW,2024-01-22,0.3318,True,False,0.2081,0.1371,0.5498,0.3629
3583.TW,2024-01-29,0.3318,True,False,0.3043,0.1886,0.6659,0.493
3583.TW,2024-02-01,0.3318,True,False,0.3043,0.1544,0.5789,0.3757
3583.TW,2024-02-22,0.5845,True,False,0.1321,0.0313,0.3176,0.1271
3583.TW,2024-03-05,0.5845,True,False,0.2618,0.1842,0.2327,0.1122
3583.TW,2024-03-11,0.319,True,False,0.2157,0.1496,0.18,0.0407
3583.TW,2024-03-18,0.319,True,False,0.2648,0.2454,0.2003,0.0345
3583.TW,2024-03-21,0.319,True,False,0.076,0.1201,0.2332,0.0391
3583.TW,2024-04-01,0.319,True,False,0.0998,0.1078,0.1332,-0.0513
3583.TW,2024-04-17,0.2951,True,False,-0.084,-0.1479,0.1466,-0.1009
3583.TW,2024-04-29,0.2951,True,False,-0.0015,-0.0921,0.1857,0.0527
3583.TW,2024-05-02,0.2951,True,False,-0.049,-0.1242,0.1819,0.0195
3583.TW,2024-05-24,0.4277,True,False,-0.0256,-0.1042,0.3111,0.24
3583.TW,2024-06-07,0.4277,True,False,0.2912,0.1466,0.1003,0.1045
3583.TW,2024-06-19,0.4105,True,False,0.1853,0.1473,0.152,0.1979
3583.TW,2024-06-26,0.4105,True,False,0.1471,0.1765,0.2943,0.3006
3583.TW,2024-08-01,0.5788,True,False,0.0394,0.0584,0.08,0.0377
3583.TW,2024-08-12,0.3472,True,False,-0.0856,-0.0519,0.117,-0.0012
3583.TW,2024-08-23,0.3472,True,False,-0.0331,-0.0458,-0.0768,-0.1437
3583.TW,2024-09-18,0.5716,True,False,0.1325,0.0189,-0.0117,-0.12
3583.TW,2024-09-25,0.5716,True,False,-0.0099,-0.0541,-0.1158,-0.1693
3587.TWO,2019-01-21,0.1816,True,False,0.0,-0.0465,0.1485,0.0326
3587.TWO,2019-02-12,0.2969,True,False,0.0855,0.067,-0.0295,-0.0824
3587.TWO,2019-02-20,0.2969,True,False,0.1744,0.1351,0.003,-0.0239
3587.TWO,2019-03-04,0.2969,True,False,0.1528,0.1152,-0.0975,-0.1034
3587.TWO,2019-03-12,0.1222,True,False,0.0937,0.0432,-0.1049,-0.1282
3587.TWO,2019-03-22,0.1222,True,False,-0.0102,-0.0568,-0.1675,-0.1864
3587.TWO,2019-03-28,0.1222,True,False,-0.0492,-0.1039,-0.1501,-0.1736
3587.TWO,2019-04-01,0.1222,True,False,-0.048,-0.0874,-0.1755,-0.1887
3587.TWO,2019-04-08,0.1222,True,False,-0.0276,-0.0555,-0.1332,-0.1406
3587.TWO,2019-04-17,0.3448,True,False,-0.1392,-0.0945,-0.0346,-0.0346
3587.TWO,2019-04-19,0.3448,True,False,-0.1785,-0.1229,-0.0544,-0.061
3587.TWO,2019-05-03,0.3448,True,False,-0.1864,-0.1231,0.0702,0.0652
