symbol,market,date,gap_type,gap_size,vol_ratio,vol_confirmed,makes_new_high,fast_filled,unfilled_10d,excess10,excess20,excess60,post20,post60
2515.TW,tw,2021-05-17,down,0.0137,0.69,False,False,False,False,0.0356,0.0305,0.016,-0.0148,-0.042
2515.TW,tw,2021-08-18,down,0.0104,1.2,False,False,False,False,0.0065,0.0236,0.0333,0.0282,0.0259
2515.TW,tw,2022-04-27,down,0.0126,0.53,False,False,False,False,-0.0052,0.0032,-0.0092,-0.0258,-0.0043
2515.TW,tw,2023-03-14,up,0.0103,5.27,True,True,False,True,-0.0068,0.1812,0.1941,0.1733,0.131
2515.TW,tw,2023-04-13,up,0.0189,10.2,True,True,False,False,-0.0514,-0.0615,-0.0587,-0.0907,-0.1131
2515.TW,tw,2023-10-13,up,0.0931,4.71,True,True,False,True,0.086,0.0419,0.1651,-0.1112,-0.0469
2515.TW,tw,2023-10-16,up,0.0135,9.52,True,True,False,True,0.0554,-0.0281,0.1031,-0.1195,-0.0521
2515.TW,tw,2024-08-05,down,0.035,1.62,True,False,False,False,-0.1231,-0.1934,-0.4089,-0.0371,-0.2703
2515.TW,tw,2024-08-29,down,0.0255,1.5,False,False,False,False,-0.0627,-0.1177,-0.2034,-0.1634,-0.1917
2515.TW,tw,2024-10-07,down,0.0375,4.15,True,False,False,False,-0.0704,-0.0896,-0.0879,-0.0103,-0.0794
2515.TW,tw,2025-01-06,down,0.0472,4.5,True,False,False,False,0.0478,0.1037,0.171,0.1389,0.1716
2515.TW,tw,2025-03-11,down,0.0169,1.19,False,False,False,False,-0.0447,-0.0723,-0.074,0.0023,-0.0859
2515.TW,tw,2025-04-07,down,0.0789,0.54,False,False,False,False,0.0069,0.1029,-0.0155,0.0127,-0.1033
2515.TW,tw,2025-04-08,down,0.0163,2.26,True,False,False,False,0.0214,0.0857,-0.0637,-0.0098,-0.1278
2515.TW,tw,2025-10-27,up,0.0268,7.33,True,True,False,True,0.4903,0.2884,-0.0073,-0.2367,-0.3751
2515.TW,tw,2025-10-28,up,0.0204,6.02,True,True,False,True,0.3073,0.1172,-0.1108,-0.2153,-0.326
2515.TW,tw,2025-11-06,up,0.0122,0.86,False,True,False,False,-0.0419,-0.1238,-0.3083,-0.1254,-0.2297
2515.TW,tw,2025-11-19,down,0.0151,1.25,False,False,False,False,-0.126,-0.1849,-0.1409,-0.1466,-0.1398
2515.TW,tw,2026-01-26,up,0.026,2.81,True,True,True,False,0.0075,0.1046,-0.4093,-0.0812,-0.4396
2515.TW,tw,2026-02-24,up,0.0231,3.91,True,True,True,False,-0.1242,-0.2056,-0.5509,-0.1977,-0.4687
2515.TW,tw,2026-03-19,down,0.0137,0.42,False,False,False,False,-0.0437,-0.1443,-0.4676,-0.2868,
2603.TW,tw,2018-02-05,down,0.0149,1.06,False,False,False,False,-0.0458,-0.054,-0.077,-0.0214,-0.0198
2603.TW,tw,2018-03-23,down,0.0127,0.9,False,False,False,False,-0.0319,-0.0373,-0.0728,0.0199,-0.1232
2603.TW,tw,2018-04-30,up,0.0243,2.18,True,False,False,True,-0.0405,-0.0264,-0.1775,-0.0138,-0.1078
2603.TW,tw,2018-05-22,up,0.0199,2.96,True,True,False,False,-0.0351,-0.0651,-0.1694,-0.1133,-0.1421
2603.TW,tw,2018-10-11,down,0.024,3.58,True,False,False,False,0.0116,-0.0287,0.0824,0.0194,0.047
2603.TW,tw,2019-05-06,down,0.0148,1.93,True,False,False,False,-0.0268,-0.0387,0.0724,-0.0131,0.0349
2603.TW,tw,2019-08-02,down,0.0214,2.09,True,False,False,False,-0.069,-0.0528,-0.1838,0.0008,-0.1386
2603.TW,tw,2020-01-30,down,0.0388,2.69,True,False,False,False,-0.0313,-0.0145,-0.0309,0.0053,-0.0176
2603.TW,tw,2020-03-13,down,0.045,2.02,True,False,False,False,-0.0462,-0.0281,-0.0401,0.0447,-0.0313
2603.TW,tw,2020-03-17,down,0.0162,1.68,True,False,False,False,-0.0354,0.0139,-0.0272,0.0772,-0.0184
2603.TW,tw,2020-03-30,down,0.017,0.66,False,False,False,False,0.0508,0.0558,-0.01,-0.0259,-0.1394
2603.TW,tw,2020-08-14,up,0.0118,5.52,True,True,False,True,0.2162,0.3182,0.4501,-0.0306,0.3577
2603.TW,tw,2020-08-17,up,0.0221,4.54,True,True,False,True,0.2038,0.1173,0.2784,-0.1112,0.2885
2603.TW,tw,2020-08-31,up,0.012,1.92,True,True,False,False,-0.0787,-0.1112,0.2885,0.0496,0.6171
2603.TW,tw,2020-11-09,up,0.0123,1.94,True,True,True,False,0.0127,0.0222,0.3006,0.3543,0.3882
2603.TW,tw,2020-12-09,up,0.0169,1.91,True,True,False,True,0.093,0.2754,0.2375,-0.1647,0.2514
2603.TW,tw,2020-12-25,up,0.0188,1.41,False,True,False,True,0.1628,-0.108,0.2659,-0.225,0.5423
2603.TW,tw,2020-12-28,up,0.0176,0.77,False,True,False,True,-0.0519,-0.2156,0.2008,-0.1141,0.9014
2603.TW,tw,2021-01-04,up,0.0356,1.44,False,True,False,False,-0.321,-0.3772,0.1445,0.0435,1.2055
2603.TW,tw,2021-02-22,up,0.0118,1.16,False,True,True,False,0.0283,0.1225,1.2408,0.2518,1.8323
2603.TW,tw,2021-03-22,up,0.0222,1.86,True,True,True,False,0.1043,0.5562,2.3054,0.6169,3.1394
2603.TW,tw,2021-05-03,up,0.0329,1.3,False,True,True,False,-0.1864,0.1469,0.4716,1.0577,1.1199
2603.TW,tw,2021-05-10,up,0.0271,0.96,False,True,False,False,-0.0304,0.1901,0.5055,0.7562,0.4912
2603.TW,tw,2021-05-13,down,0.0128,1.05,False,False,False,False,0.0842,0.3853,0.7408,0.7989,0.5586
2603.TW,tw,2021-05-19,up,0.0389,0.85,False,False,False,True,0.4003,0.7365,0.7506,0.9232,0.3172
2603.TW,tw,2021-06-15,up,0.0121,1.01,False,True,False,True,0.3289,0.2039,-0.0651,-0.2891,-0.2814
2603.TW,tw,2021-06-28,up,0.05,0.22,False,True,False,True,0.0267,-0.1988,-0.2785,-0.2195,-0.4145
2603.TW,tw,2021-07-14,down,0.0485,0.67,False,False,False,False,-0.0724,-0.0901,-0.2711,0.1029,-0.2772
2603.TW,tw,2021-07-16,up,0.0307,0.46,False,False,False,False,-0.2355,-0.241,-0.4183,0.0735,-0.2943
2603.TW,tw,2021-07-19,up,0.0251,0.28,False,False,True,False,-0.2389,-0.2796,-0.44,-0.003,-0.3231
2603.TW,tw,2021-07-27,down,0.0179,1.95,True,False,False,False,0.0936,0.1403,-0.2819,-0.0955,-0.1702
2603.TW,tw,2021-08-23,up,0.0224,0.83,False,True,False,False,-0.2416,-0.1532,-0.2339,-0.1042,0.1324
2603.TW,tw,2021-09-28,down,0.0229,0.97,False,False,False,False,-0.2123,-0.2501,0.095,0.2305,0.4222
2603.TW,tw,2021-10-18,down,0.0118,1.44,False,False,False,False,0.0829,0.1746,0.3586,0.1819,0.034
2603.TW,tw,2022-03-14,up,0.0125,0.96,False,True,True,False,-0.2086,-0.1538,-0.1007,0.1269,-0.1222
2603.TW,tw,2022-05-04,up,0.0137,1.37,False,True,False,False,-0.076,-0.0568,-0.2011,-0.1055,-0.074
2603.TW,tw,2022-06-09,down,0.0139,1.42,False,False,False,False,-0.2318,-0.116,-0.1746,0.1577,0.0364
2603.TW,tw,2022-06-13,down,0.0182,1.38,False,False,False,False,-0.1475,-0.0606,-0.2054,0.0375,-0.1889
2603.TW,tw,2022-07-08,up,0.0314,0.99,False,False,True,False,-0.0315,-0.0039,-0.2734,-0.0024,-0.2686
2603.TW,tw,2022-07-12,down,0.0218,0.82,False,False,False,False,-0.0074,0.1125,-0.274,0.013,-0.2618
2603.TW,tw,2022-08-05,up,0.0191,1.44,False,True,False,True,-0.0293,-0.1497,-0.2891,-0.232,-0.311
2603.TW,tw,2022-08-29,down,0.0471,1.16,False,False,False,False,-0.0761,-0.2238,-0.2933,-0.1361,-0.2379
2603.TW,tw,2022-09-19,down,0.0792,3.95,True,False,False,False,-0.0275,-0.068,-0.0949,-0.0715,-0.005
2603.TW,tw,2022-09-22,down,0.012,3.28,True,False,False,False,0.0216,-0.0244,0.031,-0.0214,0.0279
2603.TW,tw,2022-10-20,down,0.0106,1.13,False,False,False,False,-0.0096,-0.0307,-0.0683,0.0009,-0.1298
2603.TW,tw,2022-11-07,up,0.0144,1.19,False,False,False,True,-0.1044,-0.0601,-0.2061,0.1115,-0.0026
2603.TW,tw,2023-06-30,up,0.0297,3.44,True,True,False,True,0.0077,0.132,0.2697,0.1485,0.1218
2603.TW,tw,2023-07-03,up,0.0535,1.64,True,True,False,True,-0.0499,0.0148,0.179,0.1187,0.0913
2603.TW,tw,2023-07-04,up,0.0146,3.65,True,True,False,False,-0.0711,-0.0026,0.1535,0.0994,0.0825
2603.TW,tw,2023-11-14,up,0.0181,4.12,True,True,False,True,-0.0174,0.1122,0.1774,0.2622,0.363
2603.TW,tw,2023-12-18,up,0.0112,3.98,True,True,False,True,0.0597,0.1016,0.0,-0.0295,-0.1059
2603.TW,tw,2023-12-25,down,0.0134,2.14,True,False,False,False,0.0706,0.0464,0.0228,-0.1118,-0.0722
2603.TW,tw,2024-01-02,up,0.0242,1.32,False,False,False,True,0.0406,-0.0295,-0.1059,-0.0514,-0.0504
2603.TW,tw,2024-01-09,down,0.0159,1.18,False,False,False,False,-0.0248,-0.1118,-0.0722,0.0167,0.0621
2603.TW,tw,2024-03-15,down,0.039,2.8,True,False,False,False,0.0197,0.0067,-0.0135,0.08,-0.0046
2603.TW,tw,2024-05-13,up,0.0308,3.23,True,True,False,True,0.0261,-0.1002,-0.1663,-0.1575,-0.159
2603.TW,tw,2024-07-08,down,0.0326,1.61,True,False,False,False,0.0051,0.1238,0.1154,0.1513,0.1797
2603.TW,tw,2024-07-22,down,0.018,1.31,False,False,False,False,0.1288,0.1513,0.1797,0.0251,0.1051
2603.TW,tw,2024-08-05,down,0.0292,1.51,True,False,False,False,0.0083,-0.0053,0.0961,0.0133,0.1679
2603.TW,tw,2024-10-04,down,0.0665,2.46,True,False,False,False,0.0181,0.1146,0.1435,0.1861,0.015
2603.TW,tw,2025-04-07,down,0.0931,0.17,False,False,False,False,-0.0159,-0.0575,-0.0964,0.1379,-0.1221
2603.TW,tw,2025-04-08,down,0.0538,2.47,True,False,False,False,0.035,-0.0274,-0.0566,0.1052,-0.137
2603.TW,tw,2025-04-21,down,0.0145,0.94,False,False,False,False,-0.041,0.1379,-0.1221,0.1431,-0.1019
2603.TW,tw,2025-05-12,up,0.0142,0.97,False,True,False,True,0.1409,0.0197,-0.1246,-0.1,-0.2764
2603.TW,tw,2025-05-13,up,0.0483,3.86,True,True,False,True,0.0871,-0.0161,-0.2177,-0.1407,-0.2866
2603.TW,tw,2025-11-10,down,0.0107,0.7,False,False,False,False,0.0408,-0.0192,-0.1341,-0.0255,-0.1951
2603.TW,tw,2026-03-02,up,0.0127,4.28,True,True,False,True,0.0996,0.0493,-0.246,-0.184,-0.2864
2603.TW,tw,2026-03-23,down,0.0188,0.7,False,False,False,False,-0.0765,-0.1728,-0.425,-0.1767,
2605.TW,tw,2018-10-09,up,0.0123,6.23,True,True,False,False,-0.0008,-0.0667,0.0418,-0.0339,-0.0333
2605.TW,tw,2018-10-25,down,0.0186,0.8,False,False,False,False,-0.0378,0.0085,0.013,0.0964,0.0161
2605.TW,tw,2019-12-10,up,0.0125,3.13,True,True,False,True,-0.0146,-0.0285,-0.164,-0.0831,-0.1529
2605.TW,tw,2020-01-30,down,0.0253,2.31,True,False,False,False,-0.1172,-0.0909,0.065,-0.0079,0.15
2605.TW,tw,2020-02-03,down,0.0171,3.99,True,False,False,False,-0.018,0.0051,0.1362,-0.0509,0.0806
2605.TW,tw,2020-02-10,down,0.0111,0.68,False,False,False,False,0.0476,0.0252,0.1599,-0.0786,0.1012
2605.TW,tw,2020-03-13,down,0.0246,3.1,True,False,False,False,-0.0554,0.0977,0.1534,0.3157,0.2658
2605.TW,tw,2020-03-25,up,0.0194,0.78,False,False,True,False,0.1662,0.3152,0.2846,0.085,0.0441
2605.TW,tw,2020-04-23,up,0.0141,1.37,False,True,False,True,-0.0563,-0.063,-0.2069,-0.0301,-0.2189
2605.TW,tw,2020-06-12,down,0.0137,1.21,False,False,False,False,0.0371,-0.0518,-0.0747,-0.2475,-0.1601
2605.TW,tw,2020-12-08,up,0.0184,3.5,True,True,False,True,0.1263,0.1329,0.0843,-0.2596,-0.087
2605.TW,tw,2020-12-21,up,0.0188,3.96,True,True,False,True,0.0734,-0.2121,-0.1086,-0.3192,-0.179
2605.TW,tw,2021-02-18,up,0.0278,1.59,True,False,False,True,0.0523,0.1902,0.2545,0.0676,0.4203
2605.TW,tw,2021-03-15,up,0.0174,4.47,True,True,False,True,-0.0268,-0.033,0.2149,0.4736,1.308
2605.TW,tw,2021-04-19,up,0.0106,2.84,True,True,False,True,0.1739,-0.0391,0.6222,-0.0832,0.309
2605.TW,tw,2021-04-20,up,0.0502,5.62,True,True,False,True,0.0814,-0.0772,0.6126,-0.0576,0.4033
2605.TW,tw,2021-05-03,up,0.0231,0.71,False,False,True,False,-0.2699,-0.2037,0.157,0.2753,0.6598
2605.TW,tw,2021-05-13,down,0.0436,0.62,False,False,False,False,-0.0533,-0.056,0.4064,0.7411,0.4285
2605.TW,tw,2021-06-18,up,0.0215,1.41,False,True,False,True,0.6342,0.3453,0.0684,-0.2664,-0.3422
2605.TW,tw,2021-06-21,up,0.0742,0.75,False,True,False,True,0.3135,0.1785,-0.0155,-0.1868,-0.2279
2605.TW,tw,2021-06-22,up,0.0468,2.66,True,True,True,False,0.1592,0.0189,-0.1141,-0.1815,-0.1375
2605.TW,tw,2021-06-25,up,0.0993,0.52,False,True,False,True,0.0735,-0.1092,-0.217,-0.22,-0.225
2605.TW,tw,2021-06-28,up,0.0363,0.74,False,True,False,False,-0.0833,-0.2141,-0.2834,-0.1649,-0.2176
2605.TW,tw,2021-07-05,down,0.0226,0.76,False,False,False,False,-0.0978,-0.1868,-0.2279,-0.1957,-0.2474
2605.TW,tw,2021-07-20,down,0.016,0.38,False,False,False,False,-0.0753,-0.1506,-0.2441,0.0425,-0.2567
2605.TW,tw,2021-08-23,up,0.0468,0.55,False,False,False,False,-0.1513,-0.1203,-0.3348,0.0167,-0.1735
2605.TW,tw,2021-09-13,up,0.0124,0.64,False,False,False,False,0.013,-0.1078,-0.1679,-0.2526,-0.2213
2605.TW,tw,2021-10-18,down,0.0131,1.09,False,False,False,False,-0.0527,-0.0598,-0.1413,-0.0355,-0.1954
2605.TW,tw,2022-04-20,up,0.0175,9.8,True,True,False,False,0.0667,-0.034,-0.1738,-0.1006,-0.116
2605.TW,tw,2022-06-13,down,0.0196,0.83,False,False,False,False,-0.0851,-0.0432,-0.0865,0.1842,0.0419
2605.TW,tw,2022-07-21,up,0.0517,5.04,True,True,False,False,-0.0571,-0.0084,-0.1068,-0.0698,-0.0689
2605.TW,tw,2022-07-22,up,0.0101,3.91,True,True,True,False,-0.0843,-0.055,-0.1163,-0.0768,-0.0743
2605.TW,tw,2022-08-29,down,0.033,0.9,False,False,False,False,-0.0463,0.008,-0.0986,0.0482,-0.0637
2605.TW,tw,2022-09-15,up,0.024,1.93,True,False,True,False,-0.0708,-0.0371,-0.109,0.0357,0.0609
2605.TW,tw,2022-09-30,down,0.0135,0.85,False,False,False,False,0.0228,0.0123,0.0414,-0.0367,-0.0936
2605.TW,tw,2022-10-24,up,0.011,0.69,False,False,True,False,-0.0116,-0.1465,-0.1486,-0.0895,-0.1546
2605.TW,tw,2023-02-24,up,0.0427,7.72,True,True,False,True,-0.0163,-0.066,-0.2323,-0.0188,-0.2479
2605.TW,tw,2023-09-15,up,0.0224,4.71,True,True,False,True,-0.0477,-0.0438,0.109,-0.0375,0.0427
2605.TW,tw,2023-11-27,up,0.0168,3.58,True,False,False,True,0.3033,0.1754,0.1559,-0.089,-0.3134
2605.TW,tw,2023-12-05,up,0.0515,7.47,True,True,False,True,-0.0911,-0.1072,-0.2854,-0.1062,-0.2715
2605.TW,tw,2024-02-21,up,0.013,5.55,True,True,True,False,-0.1513,-0.2075,-0.1609,-0.1018,0.1221
2605.TW,tw,2024-08-05,down,0.0205,1.05,False,False,False,False,-0.0695,-0.0417,-0.1484,-0.02,0.0215
2605.TW,tw,2024-09-04,down,0.0262,1.59,True,False,False,False,-0.05,0.0185,-0.114,-0.0445,-0.098
2605.TW,tw,2024-09-27,up,0.0287,7.98,True,True,False,False,-0.1262,-0.1513,-0.217,0.0437,-0.0978
2605.TW,tw,2024-10-04,down,0.0119,1.63,True,False,False,False,-0.1273,-0.1311,-0.1964,0.0749,-0.0622
2605.TW,tw,2025-03-03,down,0.0127,0.76,False,False,False,False,0.0578,-0.0075,-0.0744,-0.0813,-0.2059
2605.TW,tw,2025-04-07,down,0.0813,0.2,False,False,False,False,-0.0167,-0.0309,-0.2462,-0.0501,-0.2449
2605.TW,tw,2025-04-08,down,0.0885,1.44,False,False,False,False,0.0708,0.0334,-0.1767,-0.0802,-0.2504
2605.TW,tw,2025-04-09,down,0.027,1.69,True,False,False,False,0.1259,0.0892,-0.1134,-0.0492,-0.2344
2605.TW,tw,2025-04-10,up,0.0177,0.38,False,False,True,False,0.1396,0.077,-0.0891,-0.0781,-0.2504
2605.TW,tw,2025-05-12,up,0.0106,1.06,False,False,False,True,-0.0265,-0.0865,-0.1807,-0.1147,-0.0706
2605.TW,tw,2025-07-25,up,0.013,3.8,True,True,True,False,-0.0319,-0.0141,-0.1804,-0.0706,-0.2046
2605.TW,tw,2025-08-11,up,0.0129,2.3,True,True,False,True,0.0176,-0.0706,-0.2046,-0.137,-0.1835
2605.TW,tw,2025-09-10,up,0.0111,1.98,True,False,False,False,-0.0562,-0.1254,0.0609,-0.0457,0.0546
2605.TW,tw,2025-10-14,up,0.0332,4.74,True,True,False,True,-0.0751,-0.0815,-0.0318,0.1046,0.0381
2605.TW,tw,2025-11-26,up,0.02,4.13,True,True,True,False,-0.0208,-0.0291,0.1043,-0.0414,0.3258
2605.TW,tw,2025-12-04,up,0.0403,3.18,True,True,True,False,-0.1758,-0.3028,-0.1237,-0.0645,0.4119
2605.TW,tw,2025-12-10,down,0.0165,1.24,False,False,False,False,-0.0082,-0.0414,0.3258,-0.0481,0.3695
2605.TW,tw,2026-03-02,up,0.0769,0.87,False,True,True,False,0.0888,0.2123,-0.4031,-0.1785,-0.525
2606.TW,tw,2018-02-05,down,0.0145,0.79,False,False,False,False,0.0203,-0.007,-0.0373,-0.0739,-0.1012
2606.TW,tw,2018-02-21,up,0.0144,1.15,False,False,False,True,-0.0126,-0.0417,-0.0725,-0.0519,-0.0781
2606.TW,tw,2018-08-06,up,0.0151,3.41,True,True,False,False,0.0175,-0.0405,0.0286,-0.0661,-0.0301
2606.TW,tw,2019-07-22,up,0.0368,5.75,True,True,True,False,-0.0759,-0.1031,-0.1732,0.0562,-0.1443
2606.TW,tw,2019-08-06,down,0.0104,0.58,False,False,False,False,-0.014,0.0574,-0.1368,-0.0293,-0.1528
2606.TW,tw,2019-08-29,up,0.012,2.01,True,False,False,True,-0.0464,-0.1089,-0.1771,-0.0762,-0.1732
2606.TW,tw,2020-01-30,down,0.0188,2.61,True,False,False,False,-0.0645,-0.0263,0.0305,0.0459,0.0493
2606.TW,tw,2020-03-13,down,0.0268,2.06,True,False,False,False,-0.0046,0.0319,0.0251,0.0554,0.0384
2606.TW,tw,2020-03-19,down,0.0261,2.71,True,False,False,False,0.0586,0.0631,0.0684,0.0117,-0.0006
2606.TW,tw,2020-10-05,up,0.0116,5.69,True,True,False,False,-0.1472,-0.1351,-0.0419,-0.0545,-0.035
2606.TW,tw,2021-02-18,up,0.0286,2.57,True,False,False,True,0.0811,0.1233,0.3851,0.1237,0.66
2606.TW,tw,2021-04-19,up,0.0283,1.63,True,True,False,True,0.2237,-0.039,0.2753,-0.0396,0.0037
2606.TW,tw,2021-04-20,up,0.0229,3.91,True,True,False,True,0.1246,-0.036,0.2943,-0.0192,0.0988
2606.TW,tw,2021-05-13,down,0.0581,0.59,False,False,False,False,0.0588,-0.0071,0.1507,0.3296,0.1343
2606.TW,tw,2021-05-17,down,0.0126,0.81,False,False,False,False,0.2957,0.3141,0.3744,0.3843,0.2559
2606.TW,tw,2021-06-18,up,0.0381,0.92,False,True,False,True,0.226,0.0182,-0.0991,-0.2309,-0.2559
2606.TW,tw,2021-06-21,up,0.0843,0.61,False,True,False,True,-0.0046,-0.0929,-0.191,-0.1472,-0.161
2606.TW,tw,2021-06-22,up,0.0119,3.94,True,True,True,False,-0.1053,-0.1964,-0.2686,-0.1471,-0.0748
2606.TW,tw,2021-08-23,up,0.0657,0.75,False,True,False,False,-0.1823,-0.1368,-0.2971,0.1319,-0.0792
2606.TW,tw,2021-10-07,up,0.0148,2.0,True,True,True,False,-0.2873,-0.2769,-0.2495,-0.0404,-0.0097
2606.TW,tw,2022-04-20,up,0.0138,7.96,True,True,False,False,0.0165,-0.057,-0.2401,-0.0807,-0.2393
2606.TW,tw,2022-07-08,up,0.0101,0.6,False,False,True,False,0.0077,-0.0617,0.0014,-0.0637,-0.0411
2606.TW,tw,2022-08-22,down,0.0179,1.14,False,False,False,False,-0.0491,0.0227,0.1064,0.1378,0.2478
2606.TW,tw,2022-08-29,down,0.0288,1.21,False,False,False,False,-0.0057,0.0959,0.1358,0.1073,0.2042
2606.TW,tw,2022-09-21,up,0.0101,3.06,True,True,False,False,-0.0054,-0.0236,0.2037,-0.0175,0.2245
2606.TW,tw,2023-02-24,up,0.0548,7.09,True,True,False,False,-0.053,-0.12,-0.2513,-0.0163,-0.2389
2606.TW,tw,2023-07-27,up,0.0132,1.47,False,False,False,True,0.0502,0.0822,0.0768,0.0486,0.0606
2606.TW,tw,2023-08-18,up,0.0179,6.63,True,True,False,False,-0.1012,-0.0089,-0.1428,0.0554,0.0251
2606.TW,tw,2023-09-14,up,0.0201,1.69,True,False,False,True,0.0541,-0.0118,0.0857,-0.062,0.0047
2606.TW,tw,2023-09-15,up,0.0255,4.7,True,True,False,False,-0.0397,-0.056,0.021,-0.0386,0.0356
2606.TW,tw,2023-11-27,up,0.0281,3.74,True,True,False,True,0.0918,0.0302,0.0212,-0.029,-0.1934
2606.TW,tw,2023-12-04,up,0.0152,4.25,True,True,False,False,-0.0883,-0.103,-0.2494,-0.069,-0.1769
2606.TW,tw,2023-12-06,down,0.0158,1.94,True,False,False,False,-0.0701,-0.0185,-0.1941,-0.0478,-0.1866
2606.TW,tw,2024-08-05,down,0.0154,1.39,False,False,False,False,-0.0536,-0.0235,-0.0371,0.0059,0.1072
2606.TW,tw,2025-04-07,down,0.0889,0.03,False,False,False,False,-0.128,-0.1361,-0.3444,0.0639,-0.2006
2606.TW,tw,2025-04-08,down,0.0599,0.82,False,False,False,False,-0.0556,-0.085,-0.2795,0.0085,-0.2152
2606.TW,tw,2025-04-09,down,0.0437,0.98,False,False,False,False,0.0033,-0.0211,-0.2351,0.0096,-0.2157
2606.TW,tw,2025-04-10,up,0.0239,1.34,False,False,True,False,0.0163,-0.027,-0.2052,-0.0059,-0.2223
2606.TW,tw,2025-04-23,up,0.0137,0.6,False,False,False,True,-0.0221,0.0096,-0.2157,-0.0177,-0.1757
2606.TW,tw,2025-05-12,up,0.02,1.87,True,False,False,True,-0.0135,-0.0447,-0.1923,-0.097,-0.0966
2606.TW,tw,2025-07-24,up,0.0111,2.96,True,True,False,False,-0.0603,-0.0165,-0.2223,-0.0076,-0.2105
2606.TW,tw,2025-10-14,up,0.0198,6.71,True,True,True,False,-0.1271,-0.1175,-0.0965,0.1926,-0.0125
2606.TW,tw,2025-12-04,up,0.0807,1.54,True,True,True,False,-0.1202,-0.274,-0.3854,-0.1548,-0.2845
2606.TW,tw,2025-12-05,down,0.0302,4.17,True,False,False,False,-0.0245,-0.19,-0.3002,-0.1518,-0.2788
2606.TW,tw,2026-03-09,down,0.0316,1.08,False,False,False,False,-0.0386,-0.0711,-0.2843,-0.0811,-0.35
2609.TW,tw,2018-02-09,down,0.0296,2.92,True,False,False,False,0.0526,0.0522,-0.1002,-0.0201,-0.1251
2609.TW,tw,2018-03-23,down,0.0187,0.69,False,False,False,False,-0.0139,0.0005,-0.0779,0.0266,-0.1336
2609.TW,tw,2018-05-14,down,0.0291,4.34,True,False,False,False,0.0182,-0.0018,-0.0773,-0.0361,-0.1459
2609.TW,tw,2018-06-28,down,0.0122,1.07,False,False,False,False,-0.0166,-0.0161,-0.0945,-0.0141,-0.0729
2609.TW,tw,2018-08-13,down,0.0265,3.38,True,False,False,False,0.0041,-0.0441,0.0359,-0.0374,0.0822
2609.TW,tw,2018-10-11,down,0.0334,2.88,True,False,False,False,0.1301,0.0987,0.1923,0.0106,0.0464
2609.TW,tw,2019-07-11,up,0.0178,2.09,True,True,False,True,0.0097,-0.0127,-0.1866,-0.0779,-0.2033
2609.TW,tw,2020-01-30,down,0.0253,4.19,True,False,False,False,-0.0503,0.0457,0.0121,-0.0122,0.0901
2609.TW,tw,2020-03-13,down,0.0635,2.73,True,False,False,False,-0.0337,-0.0452,0.0876,0.1289,0.0876
2609.TW,tw,2020-03-17,down,0.0212,1.63,True,False,False,False,0.0089,0.0134,0.1179,0.2099,0.099
2609.TW,tw,2020-03-30,down,0.0135,0.55,False,False,False,False,0.0041,0.2305,0.0964,0.1423,-0.0129
2609.TW,tw,2020-04-29,up,0.0112,4.28,True,True,False,True,-0.0541,-0.0401,-0.3448,-0.0456,-0.1658
2609.TW,tw,2020-06-12,down,0.0138,0.9,False,False,False,False,-0.0062,-0.1076,0.5767,-0.2285,0.3787
2609.TW,tw,2020-08-11,up,0.0423,7.53,True,True,False,True,0.1277,0.4576,0.6336,0.1484,0.3673
2609.TW,tw,2020-08-26,up,0.0183,3.87,True,True,False,True,0.195,-0.0047,0.2459,-0.1615,-0.0202
2609.TW,tw,2020-08-31,up,0.0159,1.48,False,True,False,True,-0.027,-0.0693,0.2134,0.0187,0.2864
2609.TW,tw,2020-12-21,up,0.0145,2.21,True,True,False,True,0.6447,-0.0028,0.644,-0.4479,0.291
2609.TW,tw,2020-12-25,up,0.0395,1.37,False,True,False,True,0.1237,-0.1691,0.572,-0.2571,0.921
2609.TW,tw,2020-12-28,up,0.0519,0.63,False,True,False,True,-0.089,-0.2808,0.6514,-0.0914,1.3723
2609.TW,tw,2021-01-04,up,0.0496,0.65,False,True,True,False,-0.3405,-0.4818,0.2665,0.1349,1.9513
2609.TW,tw,2021-01-11,up,0.0219,0.33,False,False,True,False,-0.2417,-0.2571,0.921,0.1775,2.7815
2609.TW,tw,2021-01-12,down,0.0429,0.44,False,False,False,False,-0.1871,-0.0914,1.3723,0.2128,2.8719
2609.TW,tw,2021-02-18,up,0.019,1.94,True,False,False,True,0.0794,0.3297,2.3383,0.7349,3.2758
2609.TW,tw,2021-02-22,up,0.052,1.06,False,True,False,False,0.0341,0.2275,2.3552,0.4987,2.8315
2609.TW,tw,2021-03-22,up,0.0252,1.14,False,True,True,False,0.2523,0.6287,3.4115,0.9722,3.2543
2609.TW,tw,2021-03-29,up,0.0146,0.35,False,False,True,False,0.2982,1.2258,3.6963,0.6572,3.1867
2609.TW,tw,2021-04-01,up,0.0224,0.5,False,True,False,True,0.3939,1.1669,3.8629,0.4687,2.122
2609.TW,tw,2021-04-07,up,0.0933,0.58,False,True,False,True,0.3513,0.8249,3.1172,0.3861,1.9846
2609.TW,tw,2021-04-09,down,0.0508,0.43,False,False,False,False,0.4042,1.3473,4.0513,0.5917,1.8369
2609.TW,tw,2021-04-12,up,0.0442,0.32,False,False,True,False,0.4108,1.1456,3.5418,0.4186,1.3411
